match_id,match_date,competition,season,home_team,away_team,home_score,away_score,home_combined_delta,away_combined_delta,net_delta,bet_side,predicted_team,success,actual_home_xg,actual_away_xg
69295,2011-01-22,La Liga,2010/2011,Barcelona,Racing Santander,3,0,0.3321075613494918,-0.07220119678857129,0.4043087581380631,home,Barcelona,True,3.4037261040000004,0.37114638860000004
69300,2011-03-05,La Liga,2010/2011,Barcelona,Real Zaragoza,1,0,-0.2962688751347968,0.12078224959929983,-0.41705112473409667,away,Real Zaragoza,False,1.9330510659999998,0.49469792999999995
69297,2011-09-24,La Liga,2011/2012,Barcelona,Atlético Madrid,5,0,-0.13208667222836312,0.2724348380453616,-0.40452151027372474,away,Atlético Madrid,False,2.4235074439999997,0.595805147
70219,2012-04-07,La Liga,2011/2012,Real Zaragoza,Barcelona,1,4,0.015446836007622117,-0.44514654904616685,0.460593385053789,home,Real Zaragoza,False,1.7091791099999996,3.061156654
69319,2012-05-12,La Liga,2011/2012,Real Betis,Barcelona,2,2,-0.08821761820930356,-0.5276519848761767,0.43943436666687313,home,Real Betis,False,0.8142602200000001,0.579132964
70309,2012-11-17,La Liga,2012/2013,Barcelona,Real Zaragoza,3,1,-0.4991739369775771,0.08159001932406823,-0.5807639563016453,away,Real Zaragoza,False,0.6960767809999998,0.7739885769999999
70277,2013-08-18,La Liga,2013/2014,Barcelona,Levante UD,7,0,-0.12287156718214148,0.32150808551845245,-0.44437965270059393,away,Levante UD,False,4.791276099999999,0.233023427
70288,2014-01-19,La Liga,2013/2014,Levante UD,Barcelona,1,1,0.22166407340954203,-0.42020375547005523,0.6418678288795973,home,Levante UD,False,0.305234351,1.068811227
265918,2014-02-15,La Liga,2013/2014,Barcelona,Rayo Vallecano,6,0,-0.428539146797645,0.24180336741406908,-0.6703425142117141,away,Rayo Vallecano,False,2.2602226811999997,0.474220581
265837,2014-02-22,La Liga,2013/2014,Real Sociedad,Barcelona,3,1,0.1804100065445857,-0.2508524802150753,0.43126248675966095,home,Real Sociedad,True,1.3474443489999999,0.746313062
266274,2014-03-26,La Liga,2013/2014,Barcelona,Celta Vigo,3,0,0.6010877465981932,0.06701102389114041,0.5340767227070528,home,Barcelona,True,2.7767597410000002,0.828296332
266770,2014-09-21,La Liga,2014/2015,Levante UD,Barcelona,0,5,0.15471888721871366,-0.2877932264079601,0.44251211362667375,home,Levante UD,False,0.37438986,3.469022206
267561,2014-10-04,La Liga,2014/2015,Rayo Vallecano,Barcelona,0,2,0.15717717201761977,-0.4025283627180638,0.5597055347356836,home,Rayo Vallecano,False,0.7278851446,2.0277285879999996
266741,2015-02-15,La Liga,2014/2015,Barcelona,Levante UD,5,0,-0.3892428851458601,0.10739214829958797,-0.49663503344544807,away,Levante UD,False,3.3052436500000004,0.33712579499999995
266916,2015-03-08,La Liga,2014/2015,Barcelona,Rayo Vallecano,6,1,-0.3476568280342285,0.12141911743247263,-0.4690759454667011,away,Rayo Vallecano,False,4.0881758676999995,1.1811074784
3825566,2015-08-22,La Liga,2015/2016,Rayo Vallecano,Valencia,0,0,-0.9806497541218252,-1.6940117000318253,0.7133619459100001,home,Rayo Vallecano,False,0.6999665840999999,1.693479153
3825567,2015-08-23,La Liga,2015/2016,Sporting Gijón,Real Madrid,0,0,-1.3203895158642858,-0.5549654536899179,-0.7654240621743679,away,Real Madrid,False,0.28043599599999997,1.5026370555000002
3825568,2015-08-23,La Liga,2015/2016,Real Betis,Villarreal,1,1,-0.9304267976790369,-1.4471104554487182,0.5166836577696813,home,Real Betis,False,1.6026679259999999,1.097348289
3825569,2015-08-23,La Liga,2015/2016,Levante UD,Celta Vigo,1,2,-0.7101527270776454,-1.5779423039863096,0.8677895769086642,home,Levante UD,False,0.486387847,1.684661244
3754129,2015-08-24,Premier League,2015/2016,Arsenal,Liverpool,0,0,-0.21829509639899805,1.0224676669876744,-1.2407627633866725,away,Liverpool,False,2.1088993565000003,1.4531826319999996
3754268,2015-08-29,Premier League,2015/2016,Tottenham Hotspur,Everton,0,0,-0.03077355826779951,-0.6749102498935713,0.6441366916257718,home,Tottenham Hotspur,False,2.1179032895,0.328295836
3825573,2015-08-29,La Liga,2015/2016,Real Sociedad,Sporting Gijón,0,0,-0.891964124936974,-1.4986696364194445,0.6067055114824705,home,Real Sociedad,False,0.9060358135000001,0.22545639330000003
